carat,cut,cut_rank,color,color_rank,clarity,clarity_rank,depth_pct,table_mm,price_usd,length_mm,width_mm,depth_mm,region
1.2,Ideal,1,G,4,VS1,4,62.0,57.0,11108.0,6.78,6.81,4.21,region1
1.0,Very Good,3,E,2,SI2,7,63.2,56.0,4759.0,6.33,6.36,4.01,region3
0.71,Ideal,1,E,2,VS1,4,62.2,57.0,3235.0,5.74,5.7,3.56,region3
0.35,Very Good,3,G,4,VS1,4,61.7,61.0,741.0,4.49,4.52,2.78,region3
0.83,Ideal,1,H,5,SI1,6,62.5,55.0,3238.0,6.04,6.0,3.76,region2
1.05,Premium,2,G,4,SI2,7,61.8,60.0,3778.0,6.49,6.46,4.0,region4
1.01,Premium,2,F,3,SI2,7,60.0,59.0,5066.0,6.47,6.41,3.86,region1
1.52,Fair,5,H,5,VS2,5,62.1,66.0,9975.0,7.33,7.13,4.5,region2
1.0,Ideal,1,E,2,VS2,5,61.6,57.0,7056.0,6.44,6.38,3.95,region3
0.41,Premium,2,G,4,VVS1,2,60.3,60.0,1599.0,4.78,4.74,2.87,region1
0.43,Ideal,1,G,4,SI1,6,62.0,55.0,835.0,4.84,4.87,3.01,region3
0.25,Premium,2,E,2,VVS2,3,62.0,59.0,777.0,4.08,4.05,2.52,region3
0.7,Very Good,3,F,3,VS2,5,62.4,59.0,2160.0,5.64,5.71,3.54,region4
0.3,Ideal,1,G,4,VS2,5,61.3,56.0,709.0,4.33,4.28,2.64,region3
0.23,Very Good,3,E,2,VVS2,3,62.8,58.0,530.0,3.92,3.94,2.47,region3
0.32,Ideal,1,I,6,VS2,5,63.0,57.0,662.0,4.37,4.33,2.74,region2
1.5,Very Good,3,J,7,VS2,5,62.4,60.0,7772.0,7.21,7.32,4.53,region3
1.05,Ideal,1,H,5,SI1,6,61.9,57.0,4808.0,6.54,6.57,4.06,region4
0.33,Ideal,1,I,6,VS1,4,61.6,57.0,768.0,4.46,4.41,2.73,region2
1.01,Very Good,3,G,4,IF,1,60.0,61.0,8373.0,6.41,6.45,3.86,region3
0.51,Ideal,1,D,1,VS1,4,61.6,57.0,2551.0,5.13,5.16,3.17,region1
0.53,Very Good,3,I,6,VS1,4,61.0,57.0,1811.0,5.22,5.25,3.19,region1
0.74,Very Good,3,J,7,SI1,6,62.2,59.0,2487.0,5.74,5.81,3.59,region1
1.26,Ideal,1,H,5,SI1,6,61.6,56.0,9326.0,6.88,6.93,4.26,region2
0.35,Ideal,1,H,5,IF,1,60.5,56.0,1279.0,4.59,4.56,2.77,region1
0.33,Ideal,1,F,3,VS2,5,61.3,56.0,982.0,4.47,4.43,2.73,region2
0.7,Very Good,3,I,6,SI1,6,63.5,59.0,2099.0,5.65,5.62,3.58,region3
0.9,Good,4,H,5,VVS1,2,63.8,59.0,5001.0,6.13,6.09,3.9,region3
0.76,Premium,2,D,1,SI1,6,61.6,59.0,3383.0,5.84,5.82,3.59,region2
1.14,Ideal,1,G,4,VS1,4,62.3,56.0,9140.0,6.73,6.7,4.18,region2
0.35,Premium,2,F,3,SI1,6,62.3,58.0,972.0,4.53,4.49,2.81,region1
0.81,Very Good,3,J,7,SI1,6,63.1,59.0,2606.0,5.88,5.91,3.72,region3
0.78,Premium,2,J,7,SI2,7,60.6,58.0,2325.0,5.94,5.91,3.59,region2
1.08,Premium,2,H,5,SI1,6,62.6,56.0,5550.0,6.58,6.52,4.1,region2
0.24,Very Good,3,G,4,VVS2,3,62.0,57.0,471.0,4.0,4.03,2.49,region3
1.2,Very Good,3,G,4,VS2,5,63.5,57.0,7229.0,6.76,6.66,4.26,region4
1.01,Ideal,1,F,3,VVS2,3,61.8,56.0,9122.0,6.49,6.46,4.0,region3
1.25,Ideal,1,H,5,SI1,6,62.4,55.0,6816.0,6.9,6.86,4.3,region4
0.35,Ideal,1,H,5,VVS1,2,60.5,57.0,881.0,4.58,4.59,2.77,region3
0.37,Premium,2,I,6,VS1,4,61.4,59.0,974.0,4.61,4.55,2.81,region1
0.4,Good,4,H,5,VS1,4,63.4,58.0,1049.0,4.74,4.66,2.98,region1
1.01,Ideal,1,F,3,SI2,7,61.3,57.0,4910.0,6.4,6.35,3.91,region1
1.01,Good,4,H,5,SI2,7,63.7,55.0,5294.0,6.37,6.32,4.04,region1
1.02,Very Good,3,F,3,VS2,5,61.8,57.0,7861.0,6.4,6.44,3.97,region1
0.41,Ideal,1,E,2,VVS2,3,60.0,57.0,1543.0,4.81,4.85,2.9,region1
1.06,Ideal,1,F,3,SI1,6,62.1,57.0,7352.0,6.51,6.53,4.05,region1
0.3,Ideal,1,D,1,VS1,4,61.9,54.1,940.0,4.28,4.33,2.67,region2
0.64,Premium,2,F,3,SI1,6,60.1,60.0,1996.0,5.62,5.57,3.36,region3
1.07,Premium,2,F,3,SI2,7,60.8,58.0,4716.0,6.62,6.68,4.04,region3
0.7,Ideal,1,E,2,VS2,5,62.1,57.0,3423.0,5.68,5.73,3.54,region1
0.32,Good,4,D,1,SI1,6,63.7,55.0,578.0,4.31,4.33,2.75,region3
0.76,Very Good,3,E,2,SI2,7,60.8,60.0,2973.0,5.89,5.98,3.61,region3
0.31,Premium,2,F,3,VS2,5,62.3,59.0,812.0,4.3,4.33,2.69,region1
1.05,Good,4,G,4,SI2,7,63.2,54.0,4453.0,6.49,6.52,4.11,region3
0.43,Ideal,1,G,4,VS1,4,61.1,56.0,1084.0,4.86,4.9,2.98,region2
0.33,Ideal,1,F,3,VVS1,2,61.9,54.0,1144.0,4.42,4.46,2.75,region1
1.02,Premium,2,D,1,VS2,5,59.8,61.0,7945.0,6.61,6.54,3.93,region2
1.34,Good,4,H,5,VS2,5,59.1,60.0,7298.0,7.15,7.19,4.24,region4
0.31,Ideal,1,F,3,VS2,5,61.5,56.0,812.0,4.34,4.37,2.68,region1
0.32,Ideal,1,E,2,VVS1,2,61.6,56.0,1220.0,4.43,4.37,2.71,region2
1.03,Ideal,1,F,3,VVS1,2,61.3,54.0,12845.0,6.56,6.62,4.04,region1
0.4,Ideal,1,E,2,SI1,6,62.0,57.0,1228.0,4.78,4.74,2.95,region1
0.51,Ideal,1,H,5,SI1,6,59.9,56.0,1252.0,5.19,5.23,3.12,region3
0.82,Ideal,1,I,6,SI2,7,61.1,57.0,2179.0,6.05,6.09,3.71,region3
0.33,Ideal,1,D,1,VS2,5,60.9,56.0,987.0,4.49,4.51,2.74,region3
1.26,Good,4,J,7,SI1,6,63.9,58.0,5532.0,6.78,6.74,4.32,region1
0.33,Ideal,1,I,6,VS1,4,62.1,53.9,561.0,4.43,4.45,2.76,region3
1.65,Very Good,3,J,7,SI1,6,61.5,58.0,9134.0,7.49,7.62,4.65,region2
0.79,Ideal,1,E,2,VS2,5,59.3,57.0,4313.0,6.06,6.02,3.58,region1
1.59,Ideal,1,I,6,SI1,6,62.4,56.0,11622.0,7.48,7.46,4.66,region2
0.5,Premium,2,F,3,VS2,5,62.3,58.0,1508.0,5.02,5.06,3.14,region3
0.36,Ideal,1,D,1,SI1,6,60.3,56.0,597.0,4.61,4.65,2.79,region4
1.01,Premium,2,G,4,SI1,6,59.2,59.0,4555.0,6.58,6.52,3.88,region3
0.34,Ideal,1,G,4,VVS2,3,62.0,55.0,758.0,4.47,4.5,2.78,region3
0.7,Ideal,1,E,2,VVS2,3,62.6,54.0,5071.0,5.65,5.7,3.55,region1
0.31,Ideal,1,E,2,VS2,5,60.8,54.0,1134.0,4.4,4.39,2.67,region1
1.04,Very Good,3,F,3,VS1,4,63.2,57.0,7911.0,6.44,6.41,4.06,region3
0.7,Premium,2,G,4,SI2,7,58.9,59.0,1881.0,5.73,5.7,3.37,region2
0.4,Premium,2,F,3,VS1,4,61.4,58.0,1102.0,4.75,4.73,2.91,region3
0.54,Premium,2,H,5,VS2,5,61.9,55.0,1250.0,5.25,5.22,3.24,region4
1.09,Premium,2,J,7,SI1,6,62.3,59.0,5260.0,6.55,6.59,4.09,region1
2.05,Fair,5,I,6,VS1,4,67.7,58.0,18278.0,7.74,7.68,5.22,region3
0.35,Ideal,1,F,3,IF,1,60.9,55.0,1509.0,4.58,4.61,2.8,region2
1.01,Premium,2,D,1,SI1,6,62.9,59.0,7206.0,6.43,6.39,4.03,region1
0.34,Very Good,3,D,1,SI1,6,59.6,59.0,563.0,4.55,4.57,2.72,region4
0.7,Premium,2,H,5,SI1,6,62.0,58.0,2263.0,5.65,5.71,3.52,region3
0.53,Ideal,1,E,2,VS2,5,62.4,56.0,1904.0,5.2,5.16,3.23,region3
1.16,Premium,2,F,3,SI2,7,62.4,59.0,5939.0,6.72,6.64,4.17,region2
1.1,Good,4,G,4,SI1,6,63.4,57.0,4497.0,6.52,6.55,4.14,region4
0.4,Very Good,3,E,2,VS2,5,59.1,60.0,1058.0,4.81,4.84,2.85,region1
1.47,Premium,2,J,7,SI2,7,60.0,58.0,6534.0,7.36,7.31,4.4,region3
1.7,Premium,2,E,2,SI1,6,61.8,58.0,14224.0,7.62,7.52,4.68,region4
1.02,Very Good,3,E,2,VS1,4,62.9,54.0,7485.0,6.38,6.46,4.04,region4
1.15,Premium,2,I,6,SI1,6,62.2,56.0,4869.0,6.77,6.67,4.18,region3
1.03,Ideal,1,H,5,SI1,6,59.8,57.0,4516.0,6.64,6.57,3.95,region4
0.4,Ideal,1,E,2,VVS2,3,61.8,56.0,1114.0,4.77,4.74,2.94,region4
0.31,Ideal,1,F,3,IF,1,62.2,55.0,1188.0,4.35,4.37,2.71,region1
0.36,Premium,2,H,5,VS1,4,60.8,59.0,850.0,4.62,4.59,2.8,region3
1.19,Very Good,3,G,4,VVS2,3,61.8,59.0,7820.0,6.75,6.77,4.18,region4
1.19,Premium,2,D,1,SI2,7,58.6,61.0,4376.0,6.93,6.89,4.05,region3
2.19,Premium,2,H,5,SI1,6,61.6,58.0,19568.0,8.35,8.3,5.13,region2
0.41,Very Good,3,E,2,VVS1,2,62.9,59.0,1435.0,4.72,4.76,2.98,region3
0.33,Ideal,1,F,3,VS2,5,62.3,56.0,766.0,4.41,4.45,2.76,region2
0.77,Very Good,3,G,4,VVS2,3,62.8,58.0,4403.0,5.84,5.78,3.65,region2
0.3,Very Good,3,H,5,VS2,5,63.0,59.0,497.0,4.25,4.29,2.69,region3
0.4,Very Good,3,G,4,VS2,5,63.5,56.0,1346.0,4.7,4.68,2.98,region1
0.23,Good,4,E,2,VVS1,2,60.6,65.0,412.0,3.95,3.97,2.4,region4
0.25,Very Good,3,G,4,VVS1,2,59.4,63.0,411.0,4.07,4.11,2.43,region4
1.0,Good,4,G,4,SI1,6,61.9,61.0,6317.0,6.36,6.4,3.95,region1
1.51,Premium,2,G,4,VS2,5,61.2,61.0,13854.0,7.44,7.33,4.52,region3
0.33,Ideal,1,G,4,IF,1,61.6,53.0,1279.0,4.43,4.47,2.74,region1
0.73,Ideal,1,H,5,IF,1,61.6,55.0,3040.0,5.8,5.82,3.58,region4
1.13,Ideal,1,H,5,VS1,4,61.6,55.0,8707.0,6.7,6.74,4.14,region2
1.73,Premium,2,J,7,SI1,6,60.7,58.0,9560.0,7.73,7.78,4.71,region3
0.5,Premium,2,G,4,VS1,4,59.7,60.0,2008.0,5.14,5.11,3.06,region2
0.71,Ideal,1,D,1,SI1,6,62.0,55.0,3740.0,5.71,5.76,3.56,region2
0.73,Premium,2,F,3,SI1,6,61.7,58.0,2274.0,5.74,5.7,3.53,region4
0.5,Premium,2,F,3,SI1,6,62.5,59.0,1832.0,5.03,4.99,3.13,region1
0.7,Very Good,3,H,5,VS2,5,57.9,62.0,2884.0,5.8,5.9,3.39,region2
1.02,Good,4,G,4,SI1,6,63.6,58.0,5709.0,6.34,6.39,4.05,region2
0.51,Very Good,3,E,2,SI1,6,60.8,57.0,1772.0,5.12,5.17,3.13,region1
0.42,Very Good,3,I,6,SI1,6,61.0,55.8,748.0,4.83,4.86,2.96,region3
0.52,Premium,2,D,1,SI1,6,59.7,60.0,1411.0,5.26,5.19,3.12,region3
0.4,Ideal,1,G,4,IF,1,62.2,55.0,1533.0,4.73,4.76,2.95,region2
1.09,Ideal,1,H,5,SI1,6,61.4,57.0,5921.0,6.66,6.6,4.07,region2
1.01,Good,4,E,2,SI1,6,64.1,59.0,3959.0,6.31,6.35,4.06,region4
1.03,Very Good,3,F,3,SI2,7,62.2,56.0,4004.0,6.51,6.48,4.04,region4
1.55,Ideal,1,G,4,VS2,5,61.6,56.0,16222.0,7.44,7.49,4.6,region2
0.5,Good,4,D,1,SI1,6,63.3,56.0,1292.0,5.07,5.1,3.22,region4
1.04,Very Good,3,G,4,VVS2,3,62.8,54.0,9725.0,6.39,6.5,4.05,region1
1.23,Ideal,1,H,5,SI2,7,63.8,57.0,6336.0,6.78,6.72,4.31,region2
0.52,Very Good,3,E,2,SI1,6,63.3,57.0,1151.0,5.11,5.13,3.24,region4
0.5,Fair,5,G,4,VS1,4,60.3,66.0,1393.0,5.13,5.09,3.08,region3
1.2,Premium,2,D,1,SI2,7,61.4,60.0,6244.0,6.85,6.79,4.19,region3
0.7,Premium,2,G,4,SI2,7,61.9,58.0,2608.0,5.64,5.6,3.48,region2
0.4,Premium,2,G,4,VVS1,2,61.5,58.0,1260.0,4.74,4.69,2.9,region3
0.7,Ideal,1,G,4,VVS1,2,62.8,57.0,3640.0,5.63,5.68,3.55,region2
0.74,Very Good,3,G,4,SI2,7,63.0,56.0,2619.0,5.75,5.77,3.63,region2
0.43,Ideal,1,H,5,VVS1,2,62.3,54.0,1149.0,4.84,4.85,3.02,region3
1.01,Ideal,1,H,5,VS2,5,61.9,57.0,5782.0,6.42,6.48,3.99,region2
0.3,Ideal,1,G,4,VS2,5,61.7,56.0,552.0,4.31,4.35,2.67,region3
0.64,Ideal,1,H,5,VS2,5,62.3,54.0,2106.0,5.52,5.55,3.44,region2
1.07,Premium,2,H,5,SI2,7,61.2,60.0,4045.0,6.57,6.53,4.01,region4
0.32,Ideal,1,E,2,IF,1,61.2,57.0,1690.0,4.4,4.43,2.7,region1
1.17,Premium,2,J,7,SI1,6,61.9,58.0,5750.0,6.77,6.73,4.18,region1
0.53,Ideal,1,H,5,SI1,6,62.4,59.0,1287.0,5.18,5.21,3.24,region3
1.06,Ideal,1,F,3,VS2,5,61.1,57.0,10109.0,6.6,6.57,4.03,region1
0.56,Premium,2,D,1,VS2,5,61.1,58.0,2686.0,5.34,5.3,3.25,region1
0.83,Premium,2,F,3,VS2,5,60.2,60.0,3201.0,6.04,6.09,3.65,region4
2.0,Premium,2,J,7,SI2,7,61.9,55.0,10709.0,8.09,8.06,5.0,region4
0.32,Premium,2,G,4,VVS2,3,60.8,59.0,949.0,4.41,4.44,2.69,region1
1.01,Good,4,D,1,VS1,4,61.1,56.0,6943.0,6.36,6.43,3.91,region3
2.09,Ideal,1,I,6,SI1,6,61.8,56.0,22248.0,8.15,8.22,5.06,region1
0.72,Very Good,3,D,1,VS2,5,63.1,59.0,3610.0,5.67,5.7,3.59,region2
1.09,Ideal,1,F,3,VS2,5,60.9,54.0,9600.0,6.66,6.73,4.08,region1
0.41,Ideal,1,I,6,VVS2,3,61.7,56.0,1114.0,4.8,4.77,2.95,region3
1.31,Good,4,H,5,SI2,7,64.1,57.0,4886.0,6.9,6.84,4.41,region4
0.65,Premium,2,F,3,VS2,5,59.0,62.0,2409.0,5.68,5.65,3.34,region1
0.31,Very Good,3,I,6,VS2,5,63.2,55.0,502.0,4.4,4.3,2.75,region4
0.7,Fair,5,I,6,VS1,4,60.2,66.0,2011.0,5.77,5.62,3.44,region4
0.57,Ideal,1,E,2,VS1,4,61.0,56.0,2412.0,5.38,5.4,3.29,region3
0.33,Ideal,1,D,1,VS2,5,62.5,55.0,898.0,4.41,4.45,2.77,region2
0.73,Premium,2,G,4,VS2,5,60.3,57.0,2323.0,5.88,5.82,3.53,region4
0.5,Good,4,F,3,SI1,6,57.9,62.0,1202.0,5.18,5.21,3.01,region3
0.82,Ideal,1,F,3,SI1,6,61.1,56.0,3942.0,6.06,6.08,3.71,region2
0.4,Ideal,1,H,5,SI2,7,61.6,56.0,464.0,4.73,4.75,2.92,region4
0.43,Very Good,3,F,3,SI1,6,62.5,56.0,832.0,4.82,4.85,3.02,region3
0.71,Ideal,1,I,6,VS1,4,61.5,56.0,2668.0,5.72,5.76,3.52,region4
0.71,Premium,2,F,3,SI2,7,62.1,60.0,1952.0,5.68,5.62,3.51,region4
0.3,Very Good,3,H,5,VS1,4,60.1,61.0,552.0,4.3,4.32,2.59,region3
1.26,Ideal,1,G,4,VVS2,3,60.7,56.0,13477.0,7.03,7.05,4.27,region1
0.33,Ideal,1,G,4,VVS1,2,61.5,56.0,1448.0,4.46,4.45,2.74,region1
0.7,Ideal,1,D,1,VS1,4,61.4,57.0,4971.0,5.71,5.76,3.52,region2
1.11,Ideal,1,G,4,SI2,7,61.7,57.0,6094.0,6.65,6.69,4.12,region2
1.03,Ideal,1,F,3,VS1,4,61.5,56.0,10278.0,6.47,6.53,4.0,region1
0.5,Premium,2,F,3,VS2,5,62.8,61.0,1489.0,5.07,5.03,3.17,region4
1.5,Ideal,1,G,4,VS1,4,61.3,53.9,14511.0,7.37,7.42,4.53,region3
1.67,Ideal,1,H,5,VS1,4,61.8,55.9,12498.0,7.57,7.6,4.69,region4
0.25,Premium,2,G,4,SI2,7,58.8,60.0,1245.0,5.33,5.28,3.12,region3
1.24,Very Good,3,H,5,VVS2,3,61.3,55.0,7594.0,6.94,6.96,4.26,region4
1.01,Fair,5,F,3,VS1,4,61.7,61.0,6984.0,6.6,6.49,4.04,region3
1.52,Premium,2,G,4,VVS1,2,62.7,59.0,16247.0,7.32,7.35,4.6,region1
1.01,Premium,2,E,2,SI1,6,62.4,60.0,4502.0,6.35,6.32,3.95,region4
0.9,Very Good,3,I,6,SI1,6,61.8,58.0,4129.0,6.2,6.26,3.85,region1
0.9,Premium,2,E,2,SI2,7,59.5,61.0,4009.0,6.3,6.24,3.73,region1
0.33,Premium,2,E,2,VVS1,2,59.7,58.0,947.0,4.52,4.49,2.69,region4
1.01,Good,4,H,5,VS1,4,63.8,59.0,4964.0,6.34,6.3,4.03,region4
1.71,Premium,2,H,5,VS2,5,62.5,58.0,12038.0,7.64,7.52,4.74,region4
1.01,Very Good,3,E,2,VS2,5,62.9,60.0,7721.0,6.36,6.4,4.01,region2
1.01,Good,4,D,1,SI2,7,63.5,61.0,4011.0,6.33,6.37,4.03,region4
0.35,Premium,2,G,4,VS1,4,61.5,58.0,812.0,4.5,4.54,2.78,region2
0.75,Ideal,1,F,3,SI1,6,61.2,55.0,3411.0,5.87,5.92,3.61,region2
1.54,Ideal,1,I,6,SI1,6,63.5,61.0,8948.0,7.29,7.33,4.64,region4
0.35,Premium,2,I,6,VS1,4,60.7,62.0,744.0,4.59,4.53,2.77,region3
0.33,Premium,2,G,4,VS1,4,62.2,58.0,982.0,4.42,4.39,2.74,region2
0.33,Good,4,H,5,VS2,5,63.8,55.0,601.0,4.44,4.4,2.82,region4
0.51,Good,4,H,5,SI1,6,63.7,56.0,1288.0,5.1,5.07,3.24,region3
1.26,Premium,2,J,7,VS2,5,62.5,58.0,5362.0,6.92,6.9,4.32,region3
1.0,Very Good,3,E,2,SI1,6,63.1,59.0,4658.0,6.34,6.4,4.02,region4
3.01,Premium,2,G,4,SI2,7,59.8,58.0,18486.0,9.44,9.37,5.62,region1
0.31,Premium,2,H,5,VS1,4,59.7,58.0,490.0,4.41,4.43,2.64,region4
0.37,Ideal,1,F,3,SI2,7,60.9,56.0,601.0,4.65,4.68,2.84,region3
0.71,Good,4,G,4,VVS1,2,62.7,61.0,3994.0,5.64,5.68,3.55,region1
0.91,Ideal,1,F,3,SI2,7,61.1,55.0,3733.0,6.24,6.19,3.8,region2
0.42,Ideal,1,G,4,IF,1,62.0,53.0,1482.0,4.83,4.85,3.0,region2
1.04,Fair,5,I,6,I1,8,67.3,56.0,2139.0,6.34,6.23,4.22,region3
0.6,Ideal,1,G,4,VS1,4,62.5,56.0,2791.0,5.37,5.41,3.36,region1
1.0,Very Good,3,F,3,VS2,5,61.9,59.0,4954.0,6.34,6.38,3.94,region4
1.11,Ideal,1,E,2,VVS2,3,62.9,55.0,9967.0,6.56,6.62,4.14,region4
0.31,Ideal,1,E,2,SI2,7,61.7,56.0,642.0,4.4,4.35,2.7,region2
1.22,Premium,2,E,2,SI2,7,60.5,60.0,6466.0,6.93,6.89,4.18,region1
0.72,Good,4,J,7,SI1,6,60.1,64.0,1779.0,5.75,5.83,3.48,region2
2.36,Ideal,1,I,6,SI2,7,60.8,54.0,12924.0,8.68,8.57,5.24,region2
2.58,Fair,5,F,3,SI2,7,65.2,59.0,14375.0,8.58,8.51,5.57,region2
0.54,Premium,2,D,1,VS1,4,61.1,58.0,2415.0,5.3,5.24,3.22,region2
0.27,Very Good,3,D,1,VVS1,2,62.3,54.0,757.0,4.18,4.21,2.61,region3
1.54,Premium,2,D,1,SI2,7,59.9,62.0,10312.0,7.51,7.44,4.48,region3
0.31,Good,4,F,3,SI1,6,63.1,55.0,464.0,4.28,4.34,2.72,region4
0.92,Ideal,1,G,4,SI1,6,62.6,55.0,4461.0,6.22,6.24,3.9,region3
0.5,Ideal,1,E,2,VS2,5,62.6,54.0,1868.0,5.08,5.11,3.19,region2
0.38,Very Good,3,F,3,SI2,7,60.1,60.0,676.0,4.7,4.75,2.84,region3
0.3,Premium,2,G,4,VVS1,2,61.8,59.0,912.0,4.33,4.28,2.66,region4
0.5,Ideal,1,H,5,VS1,4,61.9,53.0,1575.0,5.11,5.16,3.18,region2
1.52,Premium,2,I,6,SI2,7,62.5,56.0,7708.0,7.35,7.33,4.59,region3
0.54,Premium,2,E,2,VS2,5,59.2,58.0,2280.0,5.32,5.35,3.16,region1
0.7,Very Good,3,G,4,VS2,5,63.3,57.0,2284.0,5.62,5.66,3.57,region4
0.9,Very Good,3,F,3,SI1,6,63.3,55.0,4605.0,6.05,6.08,3.84,region2
0.9,Very Good,3,D,1,SI2,7,60.3,63.0,3181.0,6.12,6.22,3.72,region4
1.5,Premium,2,H,5,VS2,5,60.0,62.0,14719.0,7.41,7.38,4.44,region1
1.04,Ideal,1,H,5,VS2,5,62.2,57.0,7053.0,6.46,6.49,4.03,region2
0.4,Ideal,1,E,2,VS1,4,62.0,54.0,1294.0,4.77,4.74,2.95,region2
0.32,Fair,5,D,1,VVS1,2,62.4,61.0,1006.0,4.38,4.44,2.75,region2
1.57,Ideal,1,J,7,SI1,6,62.3,57.0,8898.0,7.45,7.39,4.62,region2
0.43,Very Good,3,G,4,SI2,7,61.3,56.2,765.0,4.87,4.89,2.99,region3
0.28,Very Good,3,E,2,VS2,5,63.7,58.0,511.0,4.12,4.14,2.63,region3
1.43,Ideal,1,H,5,VS1,4,62.0,55.0,12073.0,7.21,7.28,4.49,region3
0.37,Ideal,1,I,6,VVS1,2,60.6,57.0,998.0,4.63,4.66,2.81,region1
1.3,Very Good,3,H,5,SI1,6,63.4,57.0,8199.0,6.93,6.88,4.38,region1
1.22,Premium,2,E,2,SI2,7,61.5,58.0,8256.0,6.85,6.81,4.2,region1
0.49,Premium,2,F,3,VS2,5,59.2,57.0,1639.0,5.21,5.16,3.07,region1
1.13,Premium,2,I,6,VS1,4,62.2,58.0,6911.0,6.68,6.63,4.14,region1
1.22,Premium,2,H,5,SI1,6,60.6,58.0,4557.0,6.91,6.86,4.17,region4
0.73,Ideal,1,D,1,VS2,5,62.1,56.0,4137.0,5.77,5.8,3.59,region1
1.01,Premium,2,F,3,SI2,7,61.3,60.0,5846.0,6.43,6.4,3.93,region1
0.43,Good,4,G,4,SI1,6,63.6,55.0,810.0,4.79,4.83,3.06,region2
2.01,Premium,2,H,5,SI2,7,62.2,61.0,16457.0,8.08,8.04,5.01,region3
0.31,Ideal,1,G,4,VVS2,3,61.4,56.0,742.0,4.35,4.38,2.68,region3
0.4,Ideal,1,H,5,SI1,6,62.0,56.0,898.0,4.74,4.68,2.92,region3
0.61,Ideal,1,G,4,VS2,5,61.6,55.0,2629.0,5.46,5.48,3.37,region2
0.3,Ideal,1,D,1,VVS1,2,61.6,56.0,1186.0,4.33,4.37,2.68,region1
0.31,Premium,2,I,6,VS1,4,62.3,59.0,722.0,4.35,4.29,2.69,region2
1.15,Very Good,3,E,2,IF,1,59.2,57.0,11606.0,6.78,6.86,4.04,region4
0.32,Ideal,1,F,3,VVS2,3,60.8,58.0,963.0,4.39,4.43,2.68,region2
0.59,Ideal,1,D,1,SI1,6,62.5,55.0,1893.0,5.4,5.42,3.38,region2
0.53,Ideal,1,F,3,VVS2,3,60.8,56.0,2808.0,5.22,5.24,3.18,region1
1.0,Ideal,1,F,3,SI1,6,62.4,55.0,5186.0,6.45,6.37,4.0,region3
1.51,Premium,2,F,3,VS2,5,61.6,58.0,19262.0,7.35,7.32,4.52,region1
0.34,Premium,2,G,4,SI1,6,60.8,59.0,845.0,4.56,4.46,2.74,region1
0.7,Very Good,3,E,2,SI2,7,63.2,56.0,2643.0,5.6,5.64,3.55,region2
0.51,Ideal,1,H,5,VVS2,3,61.0,57.0,1810.0,5.22,5.18,3.17,region2
0.31,Very Good,3,G,4,IF,1,61.6,54.0,802.0,4.4,4.43,2.72,region4
0.38,Premium,2,H,5,VVS1,2,61.2,60.0,1085.0,4.7,4.68,2.87,region3
0.71,Premium,2,E,2,VS2,5,61.0,60.0,3287.0,5.76,5.69,3.49,region2
1.64,Ideal,1,F,3,SI2,7,61.4,57.0,12343.0,7.55,7.59,4.65,region2
0.7,Premium,2,H,5,VVS2,3,62.1,58.0,3267.0,5.66,5.71,3.53,region1
0.53,Ideal,1,G,4,IF,1,60.3,56.0,2637.0,5.29,5.33,3.2,region2
2.04,Ideal,1,G,4,SI1,6,59.0,57.0,21462.0,8.32,8.37,4.92,region2
1.54,Ideal,1,I,6,VS1,4,61.5,56.0,10486.0,7.42,7.47,4.58,region4
1.0,Premium,2,H,5,VS2,5,61.3,61.0,4586.0,6.44,6.38,3.93,region4
0.52,Premium,2,G,4,SI1,6,62.8,61.0,1539.0,5.14,5.11,3.22,region2
0.51,Good,4,E,2,VS2,5,56.6,59.0,2315.0,5.37,5.26,3.01,region1
0.3,Premium,2,H,5,VVS1,2,62.2,58.0,922.0,4.29,4.26,2.66,region3
0.56,Ideal,1,G,4,VS2,5,61.0,57.0,1817.0,5.32,5.34,3.25,region2
0.72,Ideal,1,F,3,VS2,5,61.8,56.0,4099.0,5.72,5.74,3.54,region2
1.03,Premium,2,D,1,SI1,6,61.2,54.0,7873.0,6.61,6.53,4.02,region1
0.32,Premium,2,F,3,VS2,5,61.3,60.0,1076.0,4.4,4.37,2.69,region1
0.91,Good,4,E,2,SI1,6,60.2,60.0,4071.0,6.17,6.26,3.74,region4
1.01,Premium,2,J,7,SI2,7,62.5,62.0,3741.0,6.41,6.36,3.99,region3
0.5,Ideal,1,G,4,VVS2,3,62.8,57.0,2415.0,5.07,5.05,3.18,region1
0.81,Ideal,1,F,3,VS2,5,61.8,55.0,4168.0,5.96,5.92,3.67,region2
0.71,Very Good,3,E,2,VS2,5,63.4,61.0,2205.0,5.6,5.57,3.54,region4
0.32,Premium,2,G,4,SI1,6,61.6,58.0,620.0,4.36,4.4,2.7,region1
0.32,Very Good,3,E,2,VVS2,3,62.4,56.0,856.0,4.34,4.38,2.72,region2
1.01,Very Good,3,D,1,SI2,7,63.5,61.0,4084.0,6.37,6.33,4.03,region4
0.5,Ideal,1,D,1,VS2,5,62.4,55.0,2126.0,5.1,5.13,3.19,region1
0.32,Ideal,1,E,2,VVS2,3,62.3,56.0,968.0,4.37,4.4,2.73,region2
0.71,Premium,2,H,5,VS2,5,62.0,54.0,2024.0,5.73,5.69,3.54,region4
